ID,Title,Medium_Picture,Large_Picture,Mean,Rank,Popularity,Genres,Synopsis
66209,Boku to Tsundere to Heidegger,https://cdn.myanimelist.net/images/manga/2/115973.jpg,https://cdn.myanimelist.net/images/manga/2/115973l.jpg,,42836.0,30177,,"Author Junji Hotta has blessed the world with “Tsundere, Heidegger, and Me”, a tour de force of European philosophy… in a world where all the philosophers are self-conscious anime girls.  The main character, reincarnated as a high school student after a fatal accident, is summoned by the 7 characters for secret after-school lessons. According to the ITmedia: “Decartes is a haughty princess, Nietzsche is yandere, Heidegger is a long-haired cultural club leader.”  (Source: aya.shii.org)"
92569,Terra Formars: The Outer Mission,https://cdn.myanimelist.net/images/manga/2/171341.webp,https://cdn.myanimelist.net/images/manga/2/171341l.webp,,46934.0,29644,"Action, Horror, Sci-Fi",
144430,"Inma Tsuihou: Hentai Gift wo Sazukatta Sei de Outo wo Owareru mo, Onnanoko to ""Nakayoku"" suru dake de Chouzetsu Level Up",https://cdn.myanimelist.net/images/manga/1/256714.webp,https://cdn.myanimelist.net/images/manga/1/256714l.webp,,,29452,"Action, Adventure, Erotica, Fantasy, Harem","A world where one's life is decided by one's talent, called a ""Gift."" The main character, Erio Scarlet, who was born in the house of an influential noble family that had produced a lot of Holy Knights, manifested a suspicious Gift called ""Incubus"" in the conferment ceremony. Furthermore, the only skill attached to that Gift was one embarrassingly called ""Peerless.""  Erio was banished from the city because there was no way his indecent existence could be permitted in a family of Holy Knights, but... somehow he went through an amazing growth when he dealt with his horniness?! In addition, when his childhood friend who was bestowed with the Gift ""Sacred Knight"" chased after him and reverse ra... did it with him, a lot of powerful indecent skills showed up, and on top of that they even got bound by Master-Servant contract...?!  This is the indecent heroic tale of the boy who was gifted with and indecent Gift rising in the world while ""getting along"" with a lot of girls.  (Source: Kakuyomu, translated)"
82219,Kyokon de Tanezuke Bokujou ni Naru Machi: Meimon Oyako-tachi wo Katappashi kara Harama Seifuku!,https://cdn.myanimelist.net/images/manga/1/166157.jpg,https://cdn.myanimelist.net/images/manga/1/166157l.jpg,,,51566,"Harem, Hentai","The women of town are his objects! He'll Knock up a high class harem with his full throttle big d*ck!  Born to a regal estate but living a life of self-indulgence, the protagonist was disowned by his stepmother. But he pushed back -- which is to say, thrust his massive d*ck -- and redefined the family business as a kind of sex farm. The grand influence of his phallus took over the whole town! Asses of every woman lifted in ovulating, slovenly hope of getting a prod from his almighty d*ck.  For him, the wealthy baron of Breedville, a dream life of climactic impregnation begins HERE!  (Source: dlsite, edited)"
26742,Seikoku no Dragonar,https://cdn.myanimelist.net/images/manga/3/158134.webp,https://cdn.myanimelist.net/images/manga/3/158134l.webp,7.22,5774.0,8016,"Comedy, Ecchi, Fantasy, School","Ansarivan dragon knight acadamy is for boys and girls who had made a contract with dragons and teaches students how to raise them. Ash Blake has a particular Seikokuon on his hand, a proof of being a contractor, but he didn't have any dragons for his partner. After an incident the boy's dragon finally hatches. However, the dragon that appeared was different from other dragons. It wasn't in a form of dragon but had a form of a girl."
133209,Hige wo Soru. Soshite Joshikousei wo Hirou.: Each Stories,https://cdn.myanimelist.net/images/manga/2/248773.webp,https://cdn.myanimelist.net/images/manga/2/248773l.webp,,32855.0,26786,"Comedy, Romance, Slice of Life",A collection of short stories of Hige wo Soru. Soshite Joshikousei wo Hirou.
144807,"Tonari no Kuuderella wo Amayakashitara, Uchi no Aikagi wo Watasu Koto ni Natta",https://cdn.myanimelist.net/images/manga/1/256946.webp,https://cdn.myanimelist.net/images/manga/1/256946l.webp,,24286.0,32773,"Romance, School, Slice of Life","Katagiri Natsuomi, a high school student living alone for two years, has a beautiful black-haired, blue-eyed girl move into the next room. The girl, Yui, seems to be a real noblewoman, and her nickname is ""Kuudere-lla"" because of her indifferent reaction at school. When Natsuomi finds out that Yui doesn't want to rely on others, but is actually quite naive, he decides to help her out.  ""Tonight's dinner is... chicken karaage?""  ""Chicken was cheap.""  ""I love your fried chicken, so I'm really looking forward to it.""  This is the beginning of a sweet and tantalizing relationship between two neighbors.  (Source: Kadokawa, translated)"
24563,Kamisama no Memochou,https://cdn.myanimelist.net/images/manga/2/159505.jpg,https://cdn.myanimelist.net/images/manga/2/159505l.jpg,7.7,1749.0,5024,"Comedy, Drama, Mystery, Romance, Slice of Life","Narumi is an assistant to detective Alice, a NEET teenage girl who stays in her pajamas and operates within her bedroom. She uses her vast network of people and the internet to solve cases. Will Alice be able to solve them in her PJs?"
134932,Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,https://cdn.myanimelist.net/images/manga/3/249823.webp,https://cdn.myanimelist.net/images/manga/3/249823l.webp,7.28,5065.0,9717,"Adventure, Fantasy, Isekai, Reincarnation","Takuto Ira succumbed to illness at a young age and ended up reincarnating in a world that resembles the fantasy turn-based strategy game Eternal Nations. Not only did he reincarnate into his favorite game, but as the god who commands the evil civilization Mynoghra. With Mynoghra's beautiful hero unit, Sludge Witch Atou by his side, not even legendarily difficult race traits will stand in the way of restarting their civilization!  (Source: Cross Infinite World)"
73979,Escape Speed,https://cdn.myanimelist.net/images/manga/1/176397.jpg,https://cdn.myanimelist.net/images/manga/1/176397l.jpg,,43648.0,38408,Action,"Showa Era, year 101, summer. Kanaha who was being attacked by a rampaging battle weapon requested the help of a strange boy who was sleeping in a coffin. That was the moment where the two secured a pact of master and servant. The boy called himself Kichuu—the army's strongest weapon?!"
123498,Isekai de Tochi wo Katte Noujou wo Tsukurou,https://cdn.myanimelist.net/images/manga/1/238797.webp,https://cdn.myanimelist.net/images/manga/1/238797l.webp,,31423.0,27292,"Comedy, Fantasy, Isekai, Slice of Life","The main character is a corporate company employee suddenly summoned to another world and is asked to fight as a hero. However, he is a disappointment who does not have skills, and he is relieved of his duties as hero. Then he bought land in a distant place with the money given to prepare his equipment as a hero, and started a pioneering life in a different world. He was determined to have no skills, but in fact he had a Gift from God, a gift that no one else could ascertain.  (Source: Shousetsuka ni Narou, translated)"
83151,Honoo no Mirage: Kaikou-hen - Mashiroki Zankyou,https://cdn.myanimelist.net/images/manga/3/149267.jpg,https://cdn.myanimelist.net/images/manga/3/149267l.jpg,,44755.0,48342,"Action, Boys Love, Drama, Historical, Horror, Mystery, Mythology, Romance, Samurai, Shoujo, Supernatural",Prequel of Mirage of Blaze revolving around Kagetora and Naoe's first encounter set 400 years ago.
64239,Complete Novice,https://cdn.myanimelist.net/images/manga/3/159362.jpg,https://cdn.myanimelist.net/images/manga/3/159362l.jpg,,42627.0,38404,"Action, Adventure, Fantasy, Romance, Sci-Fi, Video Game","Nogami Hajime is a player who enjoys game challenges such as clearing things at the lowest level possible or playing games with one character. In the VRMMORPG, he plays as Ichino, taking advantage of a certain system in the game which allows him to modify his exp gain such that he remains Level 1, giving him the nickname of ""Complete Novice."" Three months before the start of the story, his sister, Nogami Ren, had her character data split into 8 key items called ""Memory Fragments"" when a cracker hacked into the game system. Though the company tried to respond to this, the cracker sent a message to them saying ""Continue to manage the game as it is. If you try anything, the same thing will happen to other players."" Hajime, along with his father who is one of the game developers, Nogami Jin, and some of his coworkers, decide to do everything they can by the rules. With information he finds from players in game and information his father finds by sifting through the game data, Hajime goes is on a search for the Memory Fragments.  (Source: Animesuki)"
77759,Makai Tenshi Djibril: Episode 2,https://cdn.myanimelist.net/images/manga/1/134587.jpg,https://cdn.myanimelist.net/images/manga/1/134587l.jpg,,,45999,"Hentai, Supernatural","Otonashi Meimi is walking alone in an empty park when the demon Rococo suddenly appears. Rococo users her Eternal Arm attack on Meimi in order to separate the power of Misty Mei from within her body.   Meanwhile, at Naoto's house, Hikaru, Naoto's stepsister who was studying abroad, returns home. She starts going to the same school as Naoto, and it worries Rika, Naoto's lover, a little.   ""I love you the most in the world."" With these words, Naoto makes love with Rika in the school nurse's office. However, Misty Mei appears and spirits Rika away. Then, the angel Luvril appears saying that Naoto has no choice but to have sex with Hikari so that a new Djibril can be born to save Rika.   (Source: AnimeNFO)"
170564,"Kono Hi, ""Itsuwari no Yuusha"" de Aru Ore wa ""Shin no Yuusha"" de Aru Kare wo Party kara Tsuihou shita",https://cdn.myanimelist.net/images/manga/1/303213.webp,https://cdn.myanimelist.net/images/manga/1/303213l.webp,,38837.0,67225,"Action, Adventure, Fantasy","A Demon Lord has arisen, and the world awaits a hero. In a peaceful village, two young boys—Foyle Austin and his best friend Yu—have long dreamed about being heroes, but the legends say there can only be one. Their paths forward seem decided when the goddess declares Foyle a ""Hero,"" while leaving Yu's destiny unclear. But Foyle has a secret only he knows. The role given to him by the goddess is actually ""Fake Hero."" Far from being destined to overthrow the Demon Lord, defeat awaits him at the true hero's hand, and Foyle has a good idea who that will be. When Foyle expels Yu from his party, he cements his role as the true hero's adversary. His powers begin to fade as his friend grows ever stronger. Foyle clearly won't be the one to save the world, but after an encounter with a mysterious elf in need of help, he sets out to prove that even the villain can be a hero to someone.  (Source: J-Novel Club)"
151208,"Ashita, Hadashi de Koi.",https://cdn.myanimelist.net/images/manga/1/274996.jpg,https://cdn.myanimelist.net/images/manga/1/274996l.jpg,,25536.0,28878,"Romance, School, Time Travel","Having given up on both study and dreams, Meguri Sakamoto ended his lackluster high school life. But, on the day of the graduation ceremony, the disappearance of his ex-girlfriend and now famous musician Chika Nito, has been reported in the news?!  Starting with a time leap, this is a love story about redoing one's youth.  (Source: Kadokawa, translated)"
82665,Imouto wa Naze Ushiro kara Tsukareru no ga Suki nano ka?,https://cdn.myanimelist.net/images/manga/1/154167.jpg,https://cdn.myanimelist.net/images/manga/1/154167l.jpg,,,62674,Hentai,
104248,Murabito desu ga Nani ka?,https://cdn.myanimelist.net/images/manga/1/190988.jpg,https://cdn.myanimelist.net/images/manga/1/190988l.jpg,6.8,12070.0,19391,"Action, Adventure, Fantasy, Isekai, Reincarnation",
19605,Cold Light,https://cdn.myanimelist.net/images/manga/2/30522.jpg,https://cdn.myanimelist.net/images/manga/2/30522l.jpg,,,29085,"Boys Love, Drama, Erotica, Romance","Fujishima's wound he suffered from protecting Tooru has healed and he's finally been released from the hospital. Their life together starts again once more. Tooru wants them to live together as lovers, but Fujishima refuses, saying ""I have no intentions of loving you."" Is Fujishima afraid of Tooru remembering something in particular if he regains his memories? The bonds of the past are finally becoming clearer...  (Source: MU)"
163671,Virus Tensei kara Hajimaru Isekai Kansen Monogatari,https://cdn.myanimelist.net/images/manga/3/307545.jpg,https://cdn.myanimelist.net/images/manga/3/307545l.jpg,,28284.0,73611,"Adventure, Comedy, Fantasy, Isekai, Reincarnation","I was run over by a truck and died, so for some reason, I got to decide which race to reincarnate as via roulette. What the roulette chose was...a virus!? Seen off by a beautiful, easygoing goddess, I was sent to another world.  ""As expected, a virus is too meaningless. There were dragons and the like among different races...""  I was depressed, but I soon noticed the cheat ability. Free possession. Copy skills that you can get every time you are infected. An almost infinite stock of life. Self-modification and weakening the enemy. Having become an immortal virus, I decided to enjoy a new life in a different world.  (Source: Shousetsuka ni Narou, translated)"
83013,Ishuzoku no Torikohime: Semete Ningen no Aite wo Sasete!,https://cdn.myanimelist.net/images/manga/3/169420.jpg,https://cdn.myanimelist.net/images/manga/3/169420l.jpg,,,54143,"Fantasy, Hentai, Supernatural","No society is safe from the hands of the almighty Demon King Damocles.  When the princesses of the Velzerdi Dynasty and the Orwood Elf Kingdom are captured, they chose to undergo two weeks of sexual endeavors in exchange for the safety of their people.  Will they endure this terror? Or will the events they encounter consume their minds?  (Source: VNDB)"
54763,Ochitekita Nāga to Horobiyuku Majo no Kuni,https://cdn.myanimelist.net/images/manga/1/201338.jpg,https://cdn.myanimelist.net/images/manga/1/201338l.jpg,,41482.0,29735,"Ecchi, Fantasy, Martial Arts","In a world where witches are shunned and have been forced onto the brink of annihilation, a samurai with no memories is transported to the hideout of ""Witch of the Black Forest"" Harrigan. Having the name: ""Dragon King"" and a keen strategic mind, its up to him to help defend the witches from those that would seek them harm.  (Source: MU)"
68613,Majodou: Ano Chirigiwa no Utsukushisa,https://cdn.myanimelist.net/images/manga/3/166242.jpg,https://cdn.myanimelist.net/images/manga/3/166242l.jpg,,,60116,"Fantasy, Harem, Hentai","A story taking place in an alternate world where witches co-exists with ordinary people. But according to their code, they must compete with each other and must not love anyone… Although competition meant a real war in the old days, it has now become a civilized sports tournament?!  (Source: Akihabara Channel)"
92405,Himouto! Umaru-chan N,https://cdn.myanimelist.net/images/manga/2/171219.jpg,https://cdn.myanimelist.net/images/manga/2/171219l.jpg,7.1,7488.0,18550,"Comedy, School, Seinen, Slice of Life",
105278,Kuitsume Youhei no Gensou Kitan,https://cdn.myanimelist.net/images/manga/2/215373.jpg,https://cdn.myanimelist.net/images/manga/2/215373l.jpg,7.25,5482.0,14347,"Action, Adventure, Fantasy","One by one, the mercenaries who raised Loren fell in a terrible, bloody battle. The lone survivor in a hard world with only his wits and his sword to his name, Loren hires himself out as an adventurer. His new party, however, proves all too willing to run headlong into danger using him as their meat shield. Only Lapis, the party's sly priest, sees his true worth, just as Loren sees hers. They must rely on each other, or else neither of them will live to see the end of their first adventure.  (Source: Seven Seas Entertainment)"
74629,Kisaragi Gold★Star,https://cdn.myanimelist.net/images/manga/3/174680.jpg,https://cdn.myanimelist.net/images/manga/3/174680l.jpg,,,58906,"Harem, Hentai, School","There is an old apartment. There, two boys and four girls live. They go to the same school. Futami is the main character. He is just an ordinary student, but he takes care of them like mother. Each one except for Futami has a special talent, but they can do nothing without him. Yes, they have a big dream....  (Source: ErogeShop)"
42737,Kuroko no Basket: Replace,https://cdn.myanimelist.net/images/manga/2/164178.jpg,https://cdn.myanimelist.net/images/manga/2/164178l.jpg,7.78,1413.0,6187,"Comedy, School, Shounen, Slice of Life, Sports, Team Sports","Who were the legendary ""Generation of Miracles"" that led Teikou Middle School to three consecutive basketball championship titles? The group consisted of five prodigies—alongside their ""Phantom Sixth Member""—and dominated the courts, striking down any who stood in their way. Outside of the sport, these talented players were simply middle school boys dealing with their own problems, such as getting through the midterm season and surviving an unlucky day.  Kuroko no Basuke: Replace captures the off-court adventures of Tetsuya Kuroko and the Generation of Miracles during their days at Teikou.  [Written by MAL Rewrite]"
78593,Princess Bride,https://cdn.myanimelist.net/images/manga/3/136029.jpg,https://cdn.myanimelist.net/images/manga/3/136029l.jpg,,,59640,"Harem, Hentai","One day protagonists father tells him that he is actually from a royal family and to be able to claim his right to the throne he must pick his future princess before he graduates.  He proposes five girls from his class but none accepts him outright. But slowly they all begin to get close to him, and when they find out about each other they even get more aggressive.  Suddenly he finds himself living together with five girls. Everyday is a battle to win him over. Now he must chose one of them to be his future wife. Who will receive the princess card and achieve her dreams?  (Source: Getchu)"
169730,Psycho-Pass: Sinners of the System,https://cdn.myanimelist.net/images/manga/2/301376.jpg,https://cdn.myanimelist.net/images/manga/2/301376l.jpg,,38512.0,59902,"Action, Adult Cast, Detective, Mystery, Sci-Fi",
153338,"Tensei shite kara 40-nen. Sorosoro, Ojisan mo Koi ga Shitai.",https://cdn.myanimelist.net/images/manga/2/282873.jpg,https://cdn.myanimelist.net/images/manga/2/282873l.jpg,,25993.0,51727,"Fantasy, Harem, Reincarnation, Romance","""What did I do with my youth?""  Once upon a time, there lived a man with memories of his previous life. He worked diligently and seriously for years. This man is known as Gerald, who leads his own guild. At the age of 40, he starts reflecting on the time gone by. Finally, he wants to fall in love. Of course, as a man who has never experienced love, his initial pursuits end in failure.  At that time, the girls around him begin to notice his charm and begin to pursue him. This is too much for a middle-aged man like him!  (Source: Earth Star Entertainment, translated)"
96998,Bible Black: La Noche de Walpurgis,https://cdn.myanimelist.net/images/manga/2/173186.jpg,https://cdn.myanimelist.net/images/manga/2/173186l.jpg,6.83,,21317,"Hentai, Supernatural","Minase, a high school student, found a book of magic in an isolated room in his school. He started practicing black magic that has extreme sexual effects that benefited him and some of his friends. Intrigued, Minase got deeper and deeper into using the craft, not realizing the evils that will come forth. Eventually, the origins of the book was revealed, and so did the incident twelve years ago on the night of the Walpurgis, the night when the power of evil is at its strongest. After coming to his senses, Minase struggles to get himself out of the darkness that he had put himself into.  (Source: ANN) "
1760,Cold Sleep,https://cdn.myanimelist.net/images/manga/3/177773.jpg,https://cdn.myanimelist.net/images/manga/3/177773l.jpg,7.14,,23219,"Boys Love, Drama, Erotica, Romance","After losing his memory in a serious car accident, Tohru Takahisa is taken in by Fujishima, an older man who claims to be his friend. But the taciturn Fujishima refuses to reveal anything about Tohru's past! Despite the gulf between them, a strange and awkward tenderness grows, even as theyare held apart by the tragic events of Tohru's forgotten past! Dramatic, heart-wrenching romance and tragedy combine in a gripping story where the past and present are intricately entwined. This volume also contains the short story ""Class Reunion"" and an all-new sequel!  (Source: Oukami_Youkai)"
135542,"Hyouken no Majutsushi ga Sekai wo Suberu: Sekai Saikyou no Majutsushi de Aru Shounen wa, Majutsu Gakuin ni Nyuugaku suru",https://cdn.myanimelist.net/images/manga/2/248791.jpg,https://cdn.myanimelist.net/images/manga/2/248791l.jpg,,33235.0,20292,"Action, Fantasy, School","The Arnold Academy of Magic is a school for the elite...and Ray White is just your ordinary guy. In fact, he doesn't seem particularly skilled with magic at all, and is a bit of a klutz. Which is why he has nothing to do with the rumor that one of the great magicians, the Iceblade Sorcerer, is a member of the incoming class...right?  (Source: Kodansha USA)"
88045,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,https://cdn.myanimelist.net/images/manga/2/177621.webp,https://cdn.myanimelist.net/images/manga/2/177621l.webp,6.96,9554.0,3922,"Fantasy, Isekai","Hiiragi Seiichi is an ugly, revolting, dirty, smelly fatass; these are the insults hurled at him one after another about his appearance. Such was Seiichi's daily school life of bullying, then for some reason, one day when school was out, a voice claiming to be a God said over the PA system to prepare to be transported to another world. What's more, not Seiichi alone, but the entire school. A fantasy world where game-like elements such as levels, stats, and skills exist. However, the God still had preparations to complete for the transfer, and would send them over as soon as the hero summoning ritual was ready. The classes all formed groups to wait for the transfer, but Seiichi alone was discluded and as such was summoned to a different area. After being transported the first thing Seiichi ate was the ""Fruit of Evolution."" This would come to greatly change his life...  This story is about how Seiichi went from being severely bullied by his classmates, even not being recognized for his accomplishments, and despite all that staying positive and surviving in this new world. As a result, he somehow becomes one of the champions. (Also the first heroine is a Gorilla?!)  (Source: MU)"
60435,"NEET Kyuuketsuki, Etou-san",https://cdn.myanimelist.net/images/manga/2/162493.jpg,https://cdn.myanimelist.net/images/manga/2/162493l.jpg,,42188.0,45676,"Comedy, Ecchi, Romance, Slice of Life, Vampire",
96770,Road to Ninja: Naruto the Movie,https://cdn.myanimelist.net/images/manga/2/228890.jpg,https://cdn.myanimelist.net/images/manga/2/228890l.jpg,7.03,8548.0,16738,"Action, Adventure, Fantasy, Isekai, Shounen","Ten years ago, a gigantic demon beast known as the Nine-Tailed Demon Fox was released from its jinchuuriki by an unknown shinobi wearing a mask. The village of Konohagakure was close to destruction by the attack of the Nine-Tails, but the village was saved by its leader. Minato Namikaze and his wife Kushina Uzumaki—who was the jinchuuriki at the time of the attack—sealed away the demon inside their new born son: Naruto Uzumaki. However, this act of saving the village cost them their lives and they left the future of the ninja world to Naruto.  With the demon fox sealed away, things continued as normal. However, the peace of the village would not last long, for Pain, Konan, Itachi Uchiha, Kisame Hoshigaki, Sasori, Deidara, Hidan and Kakuzu—members of a dreaded shinobi group called the Akatsuki—attacked Konohagakure. Naruto narrowly manages to launch a counter-attack but why have these shinobi appeared when all of them were meant to have died? The mystery remains, but the shinobi are praised by heir families for completing such a dangerous mission. However, one of them who has never known the faces of his parents, Naruto, cannot help but feel lonely. At that exact time, suddenly, the masked man makes his appearance in Konoha. Naruto and his allies are both attacked by the man's mysterious new doujutsu.  (Source: Naruto Wikia)"
75859,Shingeki no Kyojin: Kakuzetsu Toshi no Joou,https://cdn.myanimelist.net/images/manga/1/134205.jpg,https://cdn.myanimelist.net/images/manga/1/134205l.jpg,7.29,4967.0,4437,"Action, Drama","The future that was taken for granted was broken by the attack of the Titans. Wall Maria was pierced, and even in the Quinta District where Mathias and his allies live, Titans appear. Due to this, the line of supplies is cut off from the country, and the citizens begin to panic. Rita, a soldier who had joined the brigade of occupation troops, tries to protect the town that has fallen into chaos, but due to the forceful methods the brigade put into action using actual Titans, the entire city becomes afraid. In order to meet up with Rita, Mathias takes the helping hands of a band of thieves..."
177125,Death Loop Reijou wa Ikinokoru Tame ni Ryoute wo Chi ni Someru you desu,https://cdn.myanimelist.net/images/manga/2/316974.webp,https://cdn.myanimelist.net/images/manga/2/316974l.webp,,40791.0,73466,"Fantasy, Girls Love, Mystery, Shounen, Time Travel",
14893,Monogatari Series: First Season,https://cdn.myanimelist.net/images/manga/2/279887.webp,https://cdn.myanimelist.net/images/manga/2/279887l.webp,8.91,19.0,279,"Action, Comedy, Mystery, Romance, Supernatural, Vampire","This is a story, a ""ghostory"" of sorts, about scars that bond, monsters that haunt, and fakes that deceive.  The story of Koyomi Araragi begins through a fateful encounter with the all-powerful, blonde-haired, ""hot-blooded, iron-blooded, and cold-blooded"" vampire, later introduced as Shinobu Oshino. Their tragic rendezvous results in the end of Araragi's life as a human and his subsequent rebirth as a vampire—a monster. However, this encounter is only the start of his meddlings with the supernatural. Koyomi's noble personality ultimately sees him getting further involved in the lives of others with supernatural afflictions. This is his desperate attempt at returning to a normal human life, in a paranormal world filled with nothing but tragedy, suffering, and inhumanity.  [Written by MAL Rewrite]  This entry includes the first season of the Monogatari Series."
179318,Tensei Mofumofu Reijou no Mattari Ryouchi Kaikakuki: Cool na Oniisama to Amaama Slow Life wo Tanoshindeimasu,https://cdn.myanimelist.net/images/manga/2/319936.jpg,https://cdn.myanimelist.net/images/manga/2/319936l.jpg,,41408.0,74473,"Fantasy, Isekai, Reincarnation, Slice of Life","The crown princess Lune Renard has been captured by the revolutionary army, condemned to death as the vixen who threw the nation into chaos by hiding her past as a lowly orphan. However, Lune never wanted to be the crown princess, and her marquis adoptive father practically sold her to the crown prince. But as she and her family are executed, the Great Fox Spirit Reineke hears Lune's prayers and sends her back in time to avert this terrible fate. What's more, she now has fox ears that can hear the voices of spirits! Lune is determined to save her people, but she must first win over House Renard, the family that adopted her but always treated her coldly—especially her brother Liam. She was sure that Liam hated her, but now he's always doting on her! With Liam and the spirits by her side, Lune will find a happy ending for everyone!  (Source: J-Novel Club)"
83591,Temptation 2,https://cdn.myanimelist.net/images/manga/1/165992.jpg,https://cdn.myanimelist.net/images/manga/1/165992l.jpg,,,55067,"Hentai, School","Makoto Agata is a school physician. As part of psychologic treatment, he studies hypno therapy, and finds that his voice and accent have something unusual which affects the mental state of his patients. There is a girl who often appears at his sickroom, her name is Sayaka Kusumiya...  (Source: dlsite)"
54983,Outbreak Company: Moeru Shinryakusha,https://cdn.myanimelist.net/images/manga/2/195300.webp,https://cdn.myanimelist.net/images/manga/2/195300l.webp,7.2,6098.0,7408,"Comedy, Fantasy, Isekai, Shounen","Having a light novel author father and an eroge illustrator mother, Kano Shinichi is a thoroughbred otaku. However he does not have any special power except for his broad knowledge, sharp insight, and impeccable instinct about ""moe"" and its products, from manga to anime to games to light novel to figures. One day he found himself transported to a fantasy world where elves live and dragons fly. And he is given a task—not to fight monster or embark on a quest, but to enhance cultural exchange by becoming a ""moe missionary"" in this fantasy world! He meets a palace guard who has a bit of fujoshi taste, a half-elf maid, and the empress who is a little girl. He comes up with the idea of building a school. At first it runs as a comedy but later there are serious matters that Shinichi needs to face: ethnic discrimination, social problems, conflict with neighboring countries, sabotage by opposition elements including Japanese government, etc. Can he overcome the obstacles, successfully bring ""moe"" culture to the fantasy world, and help the people there as well?"
26429,Shinpu wa Yoru no Hanayome,https://cdn.myanimelist.net/images/manga/3/42508.jpg,https://cdn.myanimelist.net/images/manga/3/42508l.jpg,,,42676,"Boys Love, Erotica, Vampire","The innocent and beautiful priest Sera secretly loves his good friend, who will be married soon, even though he devoted himself to God. One stormy night Jin, a vampire in black, makes his appearance, as if he feels drawn towards this impure and polluted blood... With sweet words he seduces Sera into sin, but what is he really driving at?"
66517,Umineko no Naku Koro ni,https://cdn.myanimelist.net/images/manga/3/290256.webp,https://cdn.myanimelist.net/images/manga/3/290256l.webp,8.54,131.0,3241,"Fantasy, Horror, Mystery, Psychological, Supernatural, Suspense","Considered as the third installment in the highly popular When They Cry series by 07th Expansion, Umineko no Naku Koro ni takes place on the island of Rokkenjima, owned by the immensely wealthy Ushiromiya family. As customary per year, the entire family is gathering on the island for a conference that discusses the current financial situations of each respective person. Because of the family head's poor health, this year involves the topic of the head of the family's inheritance and how it will be distributed.  However, the family is unaware that the distribution of his wealth is the least of Ushiromiya Kinzou's (family head) concerns for this year's family conference. After being told that his end was approaching by his longtime friend and physician, Kinzou is desperate to meet his life's true love one last time: the Golden Witch, Beatrice. Having immersed himself in black magic for many of the later years in his life, Kinzou instigates a ceremony to revive his beloved upon his family's arrival on Rokkenjima. Soon after, a violent typhoon traps the family on the island and a string of mysterious murders commence, forcing the eighteen people on the island to fight for their lives in a deadly struggle between fantasy and reality.  [Written by MAL Rewrite]"
108177,Monogatari Series: Monster Season,https://cdn.myanimelist.net/images/manga/1/198051.webp,https://cdn.myanimelist.net/images/manga/1/198051l.webp,8.54,128.0,2717,"Comedy, Mystery, Supernatural, Vampire","""It's chic to go saving a girl who has nothing to do with you every once in a while."" Female students from Naoetsu High School have gone missing one after the other. When the mummified bodies of the girls are discovered, there's a very distinctive marking left on the napes of their necks...? Koyomi Araragi, now a first year university student, goes on the move to track down the culprit!  (Source: Kodansha, Bakemonogatari Wikia)"
109505,Kami-tachi ni Hirowareta Otoko,https://cdn.myanimelist.net/images/manga/1/200469.jpg,https://cdn.myanimelist.net/images/manga/1/200469l.jpg,7.47,3205.0,6379,"Adventure, Fantasy, Isekai, Iyashikei, Reincarnation","Under the protection of the gods, a relaxed life with slimes in another world begins! One day, the life of middle-aged Japanese businessman Ryoma Takebayashi came to a rather sudden and disappointing end. Ryoma had never had a blessed life, but after his death, three great gods sought his cooperation and reincarnated him as a child in another world with swords and magic!   Receiving a most cordial and divine welcome from the gods, Ryoma decides to live leisurely on his own in the forest for the time being. Working diligently at magic and hunting, Ryoma’s greatest passion comes to be researching his tamed slimes?! Training a variety of slimes (some newly discovered), the curtain rises on this easy going life fantasy celebrating a second life with kind people in another world!  (Source: J-Novel Club)"
88335,Ninja Slayer Series,https://cdn.myanimelist.net/images/manga/3/153899.jpg,https://cdn.myanimelist.net/images/manga/3/153899l.jpg,,45847.0,27892,"Action, Sci-Fi, Super Power","Ninja...  Ninja were... merciless demi-gods, ruling Japan with their karate in the age of ninja tranquility. But, ""some"" committed a forbidden form of hara-kiri storing their souls at Kinkaku Temple for future resurrection. Their lost history was falsified and concealed and the truth about these ninja was long forgotten.  Now, in the future where the universalization of cynbernetic technology and electronic networks are God, suddenly, sinister ninja souls, resurrected from thousands of years past are unleashed on the dark shadows of Neo-Saitama. Fujikido Kenji, is a salaryman whose wife and child were killed in a ninja turf war. In a brush with his own death, Fujikido is possessed by an enigmatic ninja soul. Fujikido cheats death and becomes Ninja Slayer. A Grim Reaper destined to kill evil ninja, committed to a personal war of vengeance.  Set in the dystopian underworld of Neo-Saitama, Ninja Slayer takes on Soukai Syndicate ninjas in mortal combat.  (Source: Tokyo Otaku Mode)"
153266,Shousetsu Kidou Senshi Gundam: Suisei no Majo,https://cdn.myanimelist.net/images/manga/1/282713.webp,https://cdn.myanimelist.net/images/manga/1/282713l.webp,,25980.0,31817,"Action, Mecha, School, Sci-Fi, Space","A.S. (Ad Stella) 122―An era when a multitude of corporations have entered space and built a huge economic system. A lone girl from the remote planet Mercury transfers to the Asticassia School of Technology, run by the Beneritt Group which dominates the mobile suit industry. Her name is Suletta Mercury. With a scarlet light burning in her pure heart, this girl walks step by step through a new world.  (Source: Crunchyroll)"
